gene_id,Control_Rep1,Control_Rep2,Control_Rep3,Treated_Rep1,Treated_Rep2,Treated_Rep3
GENE_0401,149.4,193.04,149.18,107.67,128.71,165.18
GENE_0402,42.26,19.0,27.85,53.84,54.04,40.07
GENE_0403,119.91,185.04,148.18,92.01,115.94,60.6
GENE_0404,380.38,369.07,453.51,464.96,568.87,265.86
GENE_0405,134.66,85.02,91.5,112.57,94.32,165.18
GENE_0406,219.19,133.03,122.33,187.94,283.95,136.84
GENE_0407,1133.28,792.16,660.37,1073.81,1304.78,815.17
GENE_0408,626.11,414.08,699.15,385.67,491.26,433.0
GENE_0409,117.95,112.02,62.66,97.89,100.22,71.35
GENE_0410,131.71,128.03,92.49,68.52,81.55,148.57
GENE_0411,204.44,57.01,166.09,78.31,60.92,98.72
GENE_0412,505.21,813.16,461.46,413.08,471.61,354.8
GENE_0413,31.45,60.01,31.82,39.15,56.0,20.53
GENE_0414,61.92,138.03,76.58,76.35,87.44,110.45
GENE_0415,217.22,112.02,130.28,126.27,161.13,211.12
GENE_0416,139.57,148.03,125.31,223.18,134.6,131.95
GENE_0417,198.55,528.11,267.53,362.18,464.73,303.98
GENE_0418,141.54,279.06,208.85,227.09,147.38,114.36
GENE_0419,106.15,141.03,71.61,150.74,165.06,203.3
GENE_0420,373.5,284.06,349.08,175.22,235.8,433.0
GENE_0421,473.76,649.13,344.11,470.83,284.93,554.2
GENE_0422,886.57,1261.25,873.2,833.01,675.97,930.51
GENE_0423,189.7,173.03,119.34,186.96,172.92,80.15
GENE_0424,238.84,309.06,329.19,485.51,351.74,259.99
GENE_0425,105.17,127.03,128.29,122.36,83.51,46.92
GENE_0426,370.55,490.1,549.98,495.3,670.07,569.84
GENE_0427,111.07,132.03,135.26,196.75,173.9,172.03
GENE_0428,99.27,59.01,66.63,59.71,126.74,33.23
GENE_0429,755.85,497.1,672.3,432.65,645.51,519.01
GENE_0430,118.93,69.01,66.63,59.71,59.93,61.58
GENE_0431,313.54,439.09,465.44,426.78,411.67,449.61
GENE_0432,486.53,1130.23,899.06,732.18,871.49,927.57
GENE_0433,54.06,72.01,77.57,47.96,56.0,50.83
GENE_0434,58.97,29.01,62.66,50.9,63.86,93.83
GENE_0435,349.91,349.07,1018.4,666.6,1034.58,651.94
GENE_0436,563.2,565.11,536.05,509.98,706.43,668.56
GENE_0437,727.34,684.14,577.82,396.44,464.73,598.18
GENE_0438,286.02,242.05,267.53,258.42,313.42,193.53
GENE_0439,326.32,237.05,212.83,319.11,275.1,428.11
GENE_0440,136.62,136.03,260.57,110.61,79.58,144.66
GENE_0441,80.6,62.01,100.45,56.77,120.85,83.08
GENE_0442,403.97,447.09,275.48,357.28,315.39,712.54
GENE_0443,114.02,153.03,114.37,88.1,168.99,118.27
GENE_0444,15.73,43.01,15.91,18.6,6.88,14.66
GENE_0445,199.53,165.03,157.14,141.93,196.5,180.82
GENE_0446,23.59,10.0,18.9,10.77,4.91,24.44
GENE_0447,398.07,456.09,279.46,285.83,172.92,343.07
GENE_0448,590.72,878.18,595.72,593.19,1137.75,641.19
GENE_0449,140.55,90.02,136.25,102.78,117.9,172.03
GENE_0450,530.76,485.1,474.39,353.37,243.66,626.53
GENE_0451,35.38,67.01,61.66,51.88,32.42,16.62
GENE_0452,97.31,57.01,104.43,121.38,170.96,163.23
GENE_0453,102.22,76.02,70.61,90.05,73.69,89.92
GENE_0454,18.68,35.01,11.93,32.3,13.76,25.41
GENE_0455,1463.53,930.19,1662.85,749.8,655.34,1199.3
GENE_0456,42.26,27.01,33.81,42.09,39.3,24.44
GENE_0457,369.57,322.06,638.49,405.25,367.46,354.8
GENE_0458,120.9,134.03,85.53,211.43,127.73,89.92
GENE_0459,176.92,141.03,141.22,118.44,160.15,159.32
GENE_0460,563.2,373.07,231.73,439.51,246.61,505.33
GENE_0461,116.96,236.05,219.79,154.66,182.75,127.06
GENE_0462,248.67,385.08,197.91,317.15,219.1,230.67
GENE_0463,113.03,71.01,34.81,90.05,53.06,67.44
GENE_0464,43.25,51.01,40.78,60.69,45.2,47.89
GENE_0465,154.31,120.02,134.26,174.24,317.35,146.61
GENE_0466,153.33,84.02,128.29,131.17,203.38,145.64
GENE_0467,62.91,94.02,19.89,66.56,60.92,31.28
GENE_0468,275.21,198.04,402.78,189.9,179.8,368.49
GENE_0469,101.24,119.02,197.91,156.62,83.51,136.84
GENE_0470,497.35,320.06,489.31,253.52,359.6,433.98
GENE_0471,201.49,165.03,155.15,119.42,163.1,228.72
GENE_0472,34.4,21.0,43.76,48.94,59.93,55.71
GENE_0473,129.74,133.03,128.29,233.95,170.96,195.48
GENE_0474,161.2,316.06,339.13,288.76,180.78,262.93
GENE_0475,197.56,173.03,245.65,249.61,242.68,303.0
GENE_0476,368.59,641.13,282.45,525.65,191.59,235.56
GENE_0477,24.57,34.01,15.91,35.24,35.37,28.35
GENE_0478,93.38,39.01,68.62,64.6,76.64,155.41
GENE_0479,74.7,44.01,53.7,74.39,47.16,94.81
GENE_0480,141.54,109.02,88.51,126.27,79.58,52.78
GENE_0481,36.37,21.0,32.82,26.43,30.46,15.64
GENE_0482,377.43,197.04,643.46,659.75,462.76,606.98
GENE_0483,308.63,349.07,448.53,397.42,391.04,289.32
GENE_0484,395.12,344.07,244.65,203.6,244.65,227.74
GENE_0485,166.11,105.02,120.34,122.36,123.8,86.99
GENE_0486,22.61,25.01,18.9,30.34,25.55,17.59
GENE_0487,47.18,111.02,41.77,127.25,73.69,69.4
GENE_0488,274.23,287.06,223.77,137.04,261.35,108.49
GENE_0489,160.21,192.04,218.8,189.9,243.66,279.54
GENE_0490,16.71,28.01,23.87,19.58,48.14,23.46
GENE_0491,215.25,155.03,186.97,166.41,280.02,161.27
GENE_0492,351.88,344.07,603.68,251.57,489.29,304.96
GENE_0493,81.58,269.05,117.35,210.45,273.14,175.94
GENE_0494,60.94,115.02,100.45,92.01,97.27,73.31
GENE_0495,342.05,726.15,339.13,367.07,253.49,344.05
GENE_0496,75.68,98.02,89.51,37.2,31.44,53.76
GENE_0497,142.52,75.02,127.3,143.89,166.04,178.87
GENE_0498,33.42,41.01,56.69,39.15,53.06,27.37
GENE_0499,131.71,184.04,195.92,144.87,86.46,200.37
GENE_0500,25.56,46.01,20.89,20.56,43.23,24.44
